1.997460000000000235e+00,6.297594641250037206e+00,-3.998310454999999486e+00
2.017188000000000425e+00,6.327801959727809233e+00,-4.426755149999999972e+00
2.036916000000000171e+00,6.361561830451220700e+00,-4.822861289999999634e+00
2.056644000000000361e+00,6.351043159680394901e+00,-5.188412204999999666e+00
2.076372000000000551e+00,6.447359878997390048e+00,-5.525179182499999619e+00
2.096100000000000296e+00,6.425126927885923322e+00,-5.834720747499999582e+00
2.115828000000000486e+00,6.426094886056134214e+00,-6.118370972500000171e+00
2.135556000000000232e+00,6.491725948996148077e+00,-6.377688769999999785e+00
2.155283999999999978e+00,6.506514638922761939e+00,-6.613976055000000187e+00
2.175012000000000167e+00,6.521919524536629709e+00,-6.828461159999999808e+00
2.194740000000000357e+00,6.537324409931581926e+00,-7.022361034999999418e+00
2.214468000000000103e+00,6.700000000000000178e+00,-7.196326552500000417e+00
2.234196000000000293e+00,6.569366571220328410e+00,-7.352842412499999369e+00
2.253924000000000483e+00,6.700000000000000178e+00,-7.491242610000000468e+00
2.273652000000000228e+00,6.690269298696548184e+00,-7.613644107499998981e+00
2.293380000000000418e+00,6.616197423311355408e+00,-7.720578174999999987e+00
2.313108000000000164e+00,6.700000000000000178e+00,-7.812663702500000085e+00
2.332836000000000354e+00,6.654588721830012155e+00,-7.891085515000000328e+00
2.352564000000000544e+00,6.700052627437794506e+00,-7.956410542500000460e+00
2.372292000000000289e+00,6.700000000000000178e+00,-8.009454560000000001e+00
2.392020000000000479e+00,6.700000000000000178e+00,-8.050913100000000711e+00
2.411748000000000225e+00,6.710596227654876067e+00,-8.081447897500000366e+00
2.431476000000000415e+00,6.723415425607680795e+00,-8.101701954999999344e+00
2.451204000000000605e+00,6.745766295792534173e+00,-8.112242560000000324e+00
2.470932000000000350e+00,6.776456736482256105e+00,-8.113692797500000609e+00
2.490660000000000096e+00,6.779026837959071017e+00,-8.106501959999999229e+00
2.510388000000000286e+00,6.792362722455341562e+00,-8.091264747500000354e+00
2.530116000000000476e+00,6.810655656626283694e+00,-8.068426547499999657e+00
2.549844000000000221e+00,6.826089944223787676e+00,-8.038473792499999604e+00
2.569572000000000411e+00,6.856324006798413251e+00,-8.001848187500000265e+00
2.589300000000000157e+00,6.849360126918470293e+00,-7.958915237499999407e+00
2.609028000000000347e+00,6.700000000000000178e+00,-7.909421280000000110e+00
2.628756000000000537e+00,6.884719167516178295e+00,-7.855956295000000367e+00
2.648484000000000282e+00,6.891271349555774250e+00,-7.796645944999999855e+00
2.668212000000000472e+00,6.900808132983777377e+00,-7.732592665000000309e+00
2.687940000000000218e+00,6.926143112944597391e+00,-7.664171200000000184e+00
2.707668000000000408e+00,6.893485360858321975e+00,-7.591595104999999677e+00
2.727396000000000598e+00,6.917840329665129850e+00,-7.515344467500000292e+00
2.747124000000000343e+00,6.700000000000000178e+00,-7.434094489999999666e+00
2.766852000000000533e+00,6.919981763807692587e+00,-7.352599677500000652e+00
2.786580000000000723e+00,6.982375608900628805e+00,-7.266830297500000313e+00
2.806308000000000469e+00,6.993943037741508384e+00,-7.178324654999999055e+00
2.826036000000000659e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.845764000000000404e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.865492000000000594e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.885220000000000784e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.904948000000000530e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.924676000000000720e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.944404000000000465e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.964132000000000655e+00,0.000000000000000000e+00,0.000000000000000000e+00
